"No.","Date","Genre","Bibl","ContextBefore","Hit","ContextAfter"
"46","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 262","Wenn eine Oper gezeigt wird, die seine","erste","Frau einmal gesungen hat, gelingt es ihm sogar halbwegs, sich die Gestalt dort auf der Bühne vorzustellen."
"47","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 262","Leise beschleicht ihn der Verdacht, seine","zweite","Frau könnte wieder einen Draht gelockert haben."
"48","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 262","Wann immer eine Opernübertragung angekündigt ist, verschwindet seine","zweite","Frau gleich nach der Tagesschau hinauf ins Schlafzimmer, sie habe Kopfschmerzen, er habe sie den ganzen Tag so sehr getriezt, sie müsse schlafen."
"49","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 263","Seine","zweite","Frau muß schon am Vormittag in der Fernsehzeitschrift nachschauen, und wenn ihr das Programm nicht paßt, hantiert sie mit dem Küchenmesser an der Rückseite des Geräts herum."
"50","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 264","So arglos, wie er ist, dauert es eine ganze Weile, bis er seine","zweite","Frau annähernd durchschaut und seinerseits nun am Tag der Müllabfuhr rasch den Inhalt der Tonne überprüfen muß, mit einem Stock durch Essensreste fährt, um nach verlorenen Gegenständen zu forschen, hastig, mit halbem Blick, während er den Spion in der Haustür nicht aus dem Auge lassen darf."
"51","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 264","Sie weiß nicht, woher diese spanische Tänzerin stammt, welche Bedeutung sie für ihren Mann und seine","erste","Frau gehabt hat, es hat sie lange gequält, doch nun spielt es schon keine Rolle mehr."
"52","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 265","Er steht im Flur beim Telefon, damit er seine","zweite","Frau nicht überhört, wenn sie die nächste Anweisung herunter ruft."
"53","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 265","Hat nicht auch einmal seine","erste","Frau davon gesprochen, nach der Ausbombung habe für sie ein neues Leben angefangen?"
"54","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 265","Inzwischen ähnelt diese Stimme eher der, die seine","erste","Frau gegen Ende hatte, schwach, von ferne."
"55","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 265","Er spürt: von seiner","ersten","Frau wird er in Zukunft keinen Ton mehr hören."
"56","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 266","Es spielt endgültig keine Rolle mehr, ob unser Großvater und seine","zweite","Frau alle Erinnerungsstücke weggeworfen haben, sie sahen offenbar keine andere Möglichkeit."
"57","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 273","Gemeinsam überlegen sie, welche","alleinstehende","Frau aus ihrem Freundeskreis in Frage kommen könnte."
"58","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 273","Die","neue","Frau soll den Kindern nicht nur über den Verlust hinweg helfen, sie muß ihnen sogar eine bessere Mutter sein."
"59","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 279","Falls er, wie es besprochen war, bald eine neue Ehe eingegangen ist, so wird er zunächst seine","zweite","Frau in unser Geheimnis eingeweiht haben."
"60","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 281","Sie hat das sogenannte Künstlerleben stets aus einer gewissen Distanz betrachtet, sie war keine","junge","Frau mehr, sie hatte schon eine Familie hinter sich."
"61","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 288","Der Arzt, die Krankenschwester und unser Großvater richten ihre ganze Aufmerksamkeit auf die umnachtete","alte","Frau, auf ihren angestrengten Gesichtsausdruck, aus dem erraten werden muß, ob sie nun Hunger hat oder schlafen will."
"62","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 289","Auf den ersten Blick ist nichts Außergewöhnliches zu sehen, nur eine anscheinend","schlafende","Frau vor einer Schrankwand, links der Streifen eines Vorhangs über der angeschnittenen Polstergruppe."
"63","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 289","Man könnte glauben, daß die","alte","Frau dieselbe ist wie jene, die vor der Polstergruppe steht: das Kinn, der Zug um ihren Mund, etwas Verbittertes, zugleich ein Zorn, der keine Grenzen kennt."
"64","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 289","Das nächste Photo zeigt die","schlafende","Frau unverändert, doch die Erscheinung neben ihr hat nun ungefähr dasselbe Alter, sie wirkt sogar ein wenig älter."
"65","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 293","Weil die","zweite","Frau unseres Großvaters für uns nur die Alte hieß, sahen wir in ihr auch eine alte Frau."
"66","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 293","Weil die zweite Frau unseres Großvaters für uns nur die Alte hieß, sahen wir in ihr auch eine","alte","Frau."
"67","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 294","Das Herz schlägt schneller, die Hände greifen wieder, die Beine tragen eine","halbtote","Frau bis vor die Treppe immer nur in solchen Momenten, wenn unser Großvater einen Versuch unternimmt, mit einem Mitglied seiner früheren Familie in Verbindung zu treten."
"68","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 294","Sofort fährt Leben in die fast schon tot","geglaubte","Frau."
"69","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 297","Früher hat ihr Mann verzweifelt jeden günstigen Moment genutzt, um Gegenstände aus dem Haus zu schaffen, die ihn an seine","erste","Frau erinnerten, Andenken, Photos, Dokumente."
"70","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 297","Heute bringt er Erinnerungsstücke an die Tote mit einer Sorglosigkeit ins Haus zurück, als wäre seine","zweite","Frau schon nicht mehr hier, als lebte er allein."
"71","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 297","Sie hat es nicht ertragen können, daß unser Großvater und unsere Eltern sich an jene früh","verstorbene","Frau erinnerten, daß sie noch an ihr hingen, als sie nicht mehr da war, daß Bilder jener Sopranistin nicht verblaßten."
"72","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 298","Sie muß an alles denken, was mit dieser","verstorbenen","Frau zu tun hat, an alle, die sie gekannt haben und die mit ihr in einer Verbindung stehen, wie weit entfernt auch immer."
"73","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 298","Trotzdem ist die","zweite","Frau unseres Großvaters von ihren Ängsten immer weiter verfolgt worden, die Ängste sind nun fast das einzige, was ihr geblieben ist."
"74","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 298","Jeder, der die","zweite","Frau unseres Großvaters so vor Augen hat, könnte verstehen, wenn sie keinen sehnlicheren Wunsch hätte als den, sich endlich nicht mehr erinnern zu müssen."
"75","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 299","Das mögliche Wissen um solche Bilder könnte sich als das Schlimmste erweisen, was der","zweiten","Frau unseres Großvaters jemals zugestoßen ist:"
"76","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 299","Sollte die","zweite","Frau unseres Großvaters von unserem erfundenen Familienalbum erfahren, sollte sie es gar zu sehen bekommen, wird dies unweigerlich ihren Untergang bedeuten."
"77","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 300","Die","zweite","Frau unseres Großvaters braucht nicht mehr ihre ganze Kraft, um Geistern standzuhalten."
"78","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 12","Eine richtige Titte sei das gewesen, groß und rund und geil, die Titte einer","gefickten","Frau, gefickt von seinem Bruder."
"79","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 14","Sie war die","schönste","Frau der Welt."
"80","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 25","Seine","erste","Frau, meine Großtante, war schon tot."
"81","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 35","Auf den Illustrierten waren entweder","nackte","Frauen oder Atompilze, manchmal beides, und man wußte oft nicht, was schlimmer war."
"82","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 41","Sudhoff und die Klassenlehrerin der Parallelklasse, die","magere","Frau Jacobs, hatten ein Abteil für sich, und das war auch noch im nächsten Wagen."
"83","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 108","Britta hatte sich nie geschminkt, und sie hielt auch bei","anderen","Frauen nichts davon."
"84","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 128","»Weil du schon seit Minuten in der Unterwäsche einer","fremden","Frau herumkramst.«"
"85","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 131","Wir gingen in ein Cafe ganz in der Nähe, eines, in dem","alte","Frauen saßen, die ihre Hüte nicht abnahmen."
"86","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 131","Die","alten","Frauen an den Tischen beschäftigten sich mit nichts."
"87","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 140","»Ich mache das mit allen","rothaarigen","Frauen, die hier mit mir Kaffee trinken.«"
"88","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 149","Es schien das beste zu sein, einfach stillzuhalten, dann liefen einem die","tollsten","Frauen über den Weg."
"89","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 174","Die","andere","Frau war viel jünger und trug ein sehr kurzes Kleid, schwarze Strümpfe und hochhackige Schuhe."
"90","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 186","Gloria war doch eine","tolle","Frau, und sie war nicht dumm."
"91","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 195","Ich war dreiundzwanzig, ich hatte eine Affäre mit einer achtzehn Jahre","älteren","Frau, ich hatte ein Auto und eine Wohnung, und ich wußte nicht, was ich mehr haben wollte."
"92","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 203","Die Tür ging nur einen Spaltbreit auf, und durch den Spalt sah ich eine","junge","Frau in einem langen weißen T-Shirt mit einer Mickey Mouse."
"93","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 212","Es waren unglaublich viele unglaublich","schöne","Frauen da."
"94","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 212","Dann kam mir eine","schwarze","Frau mit einer Glatze entgegen."
"95","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 215","Auch der kleine Mann, der mich vorhin am Unterarm gepackt hatte, war wieder da, und ich hörte, wie er zu einer","blonden","Frau im Minirock sagte:"
"96","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 254","Ich hatte Angst, Tina könnte riechen, daß ich mit einer","anderen","Frau zusammengewesen war."
"97","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 263","»Ich weiß, daß du","andere","Frauen fickst.«"
"98","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 263","»Du fickst","andere","Frauen.«"
"99","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 265","Sie glaubt irgendeiner","wildfremden","Frau, die anruft und behauptet, mit mir geschlafen zu haben, mehr als mir."
"100","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 266","Ich würde vielleicht nie wieder mit einer","anderen","Frau schlafen als mit Tina."
"101","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 268","Nie wieder eine","andere","Frau."
"102","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 269","Was für eine großherzige,","liebevolle","Frau!"
"103","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 273","Als ich oben ankam, stand aber nicht Gloria in der Tür, sondern eine dünne,","kurzhaarige","Frau in Schlüpfer und T-Shirt."
"104","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 273","Der","anderen","Frau schien das überhaupt nicht zu passen."
"105","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 274","Nie wieder eine","andere","Frau."
"106","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 274","Am liebsten hätte ich ihr gezeigt, daß ich jetzt anders war, wenn auch erst seit dreißig Sekunden, daß ich eine starke, herausfordernde, sexuell","experimentierfreudige","Frau ... ja ... was?"
"107","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 277","Nie wieder eine","andere","Frau."
"108","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 283","Als ich am Lufthansa-Schalter die Kreditkarte hinlegte, um mein Ticket nach Berlin zu bezahlen, sagte die","blonde","Frau in dem dunkelblauen Kostüm, es gebe Probleme."
"109","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 293","An dem anderen Tisch saß eine","junge","Frau in einem ausgeleierten Batik-Pullover im Schneidersitz auf einem Stuhl und starrte in ein Glas Mineralwasser."
"110","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 69","Und eine","schwangere","Frau muß verheiratet sein, was soll man denken."
"111","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 111","Paul beeilte sich, Moische Pufeles zu benachrichtigen, der sich neben Mosches Bett niederwarf und stammelte und Mosches vom Bettrand baumelnde Hand quetschte und knetete, und","Pufeles'","Frau machte Tee im Samowar und wusch mit klarem Wasser Sternkukkers Gesicht, das im Gaslampenschein zu spitzen und eckigen Schatten zerfiel, und seinen Hals, seine mageren Arme."
"112","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 128","Doktor Schmidt wohnte in einem Haus am Ku'damm, das mit","halbnackten","Frauen, Kapitellen und Pilastern verziert war."
"113","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 156","Vaters Schwester, eine","schlanke","Frau mit weißer Haut und schwarzen Locken, lehnte am Zaun und winkte, als wir ankamen."
"114","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 169","Maximilian Haueisen beugte sich zu seiner","zitternden","Frau und zischelte wild und verbittert:"
"115","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 170","Ja, er war absolut sicher, in Quedlinburg rede man von nichts anderem als seiner dummen,","dummen","Frau und einem zu Tode blamierten Max Haueisen."
"116","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 170","Klara Haueisen war eine kleine, verabscheute und","nichterbetene","Frau Niemand."
