"No.","Date","Genre","Bibl","ContextBefore","Hit","ContextAfter"
"52","1902-12-31","Gebrauchsliteratur","Stettenheim, Julius: Der moderne Knigge. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1902], S. 15679","Er hat halb-, mittel- und ganz reiche, moderne und abgelagerte, neue und etwas beschädigte, schöne Erscheinungen und Geschmacksachen, leidlich hübsche, deren Nase ihm selbst nicht gefällt, und Abendschönheiten, sehr, weniger und zu schlanke, Venusse, wenn nicht von Milo, so doch von einem andern alten Adel, der leider schon seit mehreren hundert Jahren nichts als einen Stammbaum besitzt, und junonische Gestalten, die nur ein- oder zweimal eine äußerliche Veränderung erlitten haben, während sich die zu erwartende Erbschaft fortwährend, aber nur zu ihrem Vorteil verändert, schwermütige und leichte, wählerische und solche, die sich nichts mißfallen läßt, Lehrerinnen mit Grundsätzen und noch etwas Ältere mit Grundstücken, höhere Töchter mit großen Ansprüchen und kleinen Fehlern und noch höhere mit einem versorgten Ebenbild, temperamentvolle und sitzengelassene Blondinen, Brünette und je nach dem Geschmack des Zukünftigen Gefärbte, Naive mit und ohne Musik und Gouvernanten mit einer Briefmarkensammlung und Liebe zu fremden Kindern, ernste Tanten mit zierlichen Schnurrbärten und lustige Cousinen mit einem treuen Anekdotenschatz, während sie von einem andern Schatz treulos verlassen worden sind, Witwen, die von dem Hauslehrer ihrer Kinder viel gelernt haben, und Geschiedene, die von ihrem Sprachlehrer mit dem Zeugnis der Reife entlassen worden sind, Guterzogene, die alles verstehen und nichts verzeihen, und solche, die nichts verstehen und alles verzeihen, Unabhängige, die nichts haben als den Hausschlüssel, und gehorsame Naturen, die jedem, auch dem","eigenen","Manne folgen, liebenswürdige und strenge, nachgiebige und eigenwillige, Damen, die schön zu Pferde aussehen würden, wenn sie reiten könnten, und solche, die reiten können, ab kein Pferd haben, junge Töchter, denen niemand das Wasser reicht, und solche, die den Champagner vorziehen, Schriftstellerinnen, welche schon sechs Romane geschrieben und nur einen einzigen gespielt haben, und Dichterinnen, welche an Heine dadurch erinnern, daß sie leidend sind, Fromme, welche am liebsten barmherzige Schwestern wären, und pensionierte Künstlerinnen, welche es schon gewesen sind, wenn sie auch keine Schwestern waren."
"53","1920-12-31","Wissenschaft","Delbrück, Hans: Geschichte der Kriegskunst im Rahmen der politischen Geschichte - Vierter Teil: Neuzeit, Berlin: Directmedia Publ. 2002 [1920], S. 4263","Wie das Volk die Tapferkeit sich immer am liebsten vorstellt in dem Sieg einer Minderzahl über eine Mehrzahl, so sieht es die Feldherrnkunst am klarsten verbürgt, wenn ihm bewiesen wird, daß der","große","Mann alles ganz genau vorher berechnet und gewußt habe."
"54","1929-03-03","Zeitung","Völkischer Beobachter (Reichsausgabe), 03.03.1929","Heinrich,"" flüsterte sie unter Tränen, ""was hast du","armer","Mann alles durchmachen müssen!"
"55","1909-12-31","Wissenschaft","Meisel-Hess, Grete: Die sexuelle Krise. In: Lehmstedt, Mark (Hg.) Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1909], S. 49213","Aber diese","selben","Männer holen sich manchmal ein Stück Freiwild von der Straße herauf und beherbergen es."
"56","1926-12-31","Belletristik","Grimm, Hans: Volk ohne Raum, München: Langen 1932 [1926], S. 1011","Da sahen die Mitreisenden, daß der schlanke, braune,","stille","Mann ihrer Gesellschaft schnell aufsprang und sein Gepäck aus den Netzen raffte und kurz grüßend aus dem Wagen rannte dem andern Zuge zu."
"57","1913-12-31","Belletristik","Kafka, Franz: Das Unglück des Junggesellen. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1913], S. 106510","Es scheint so arg, Junggeselle zu bleiben, als","alter","Mann unter schwerer Wahrung der Würde um Aufnahme zu bitten, wenn man einen Abend mit Menschen verbringen will, krank zu sein und aus dem Winkel seines Bettes wochenlang das leere Zimmer anzusehn, immer vor dem Haustor Abschied zu nehmen, niemals neben seiner Frau sich die Treppe hinaufzudrängen, in seinem Zimmer nur Seitentüren zu haben, die in fremde Wohnungen führen, sein Nachtmahl in einer Hand nach Hause zu tragen, fremde Kinder anstaunen zu müssen und nicht immerfort wiederholen zu dürfen:"
"58","1935-12-31","Belletristik","Dwinger, Edwin Erich: Die letzten Reiter, Jena: Eugen Diederichs 1935, S. 52","Da er von Beruf einfacher Erdarbeiter war, munkelten die Kameraden wohl nicht ohne Grund, daß er einst eingeschriebener Sozialdemokrat gewesen - im übrigen war er ein zu jeder Zeit","hilfsbereiter","Mann, den alle nach kurzer Zeit ohne viel Worte ehrlich schätzten."
"59","1925-01-07","Zeitung","Tucholsky, Kurt: Aristide Bruant. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1925], S. 3393","Es ist ein sehr","alter","Mann, der da herauskommt; sein Gesicht hat eine leise Ähnlichkeit mit Paul Wegeners Zügen, manchmal erinnert er an Rittner, und um den Mund gleitet mitunter ein Zug von Ironie (besonders, wenn die Leute Beifall rufen), wie ich ihn bei dem sprechende Maximilian Harden oft gesehen habe - seine Stimme ist nicht mehr so mächtig, aber man versteht ihn noch in der letzten Ecke des großen Raumes."
"60","1904-12-31","Zeitung","Die Fackel [Elektronische Ressource], 2002 [1904]","Dann wendet er sich entschlossen zurück und und ergreift mit der großen Hand den","kleinen","Mann, der in der Faust ganz verschwindet."
"61","1956-09-06","Zeitung","Archiv der Gegenwart, 2001 [1956]","Die Zahl der","arbeitslosen","Männer verminderte sich im August um 11798 oder 6,1 Prozent sind die der weiblichen Arbeitslosen um 8318 oder 3,5 Prozent."
"62","1906-12-31","Belletristik","Hermann, Georg [d.i. Borchardt, Georg Hermann]: Jettchen Gebert, Berlin: Fleischel 1919 [1906], S. 243","Aber Frau Könnecke hatte auch hinzugefügt, daß sie ja fast immer zu Hause wäre und daß sie den Herrn, der ein freundlicher","blonder","Mann wäre - denn sie hätte mit ihm gesprochen - noch nie hier draußen gesehen hätte."
"63","1909-12-31","Belletristik","Suttner, Bertha von: Autobiographie. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1909], S. 70278","Ein","alter","Mann, ein kranker Mann - beinahe ein Krüppel und doch - welche Heiterkeit und Frische!"
"64","1949-12-31","Belletristik","Voß, Richard: Zwei Menschen, Stuttgart: Engelhorn 1911 [1949], S. 175","Der","treue","Mann wußte, weshalb Judith Platter ihn mit seiner Bitte abweisen mußte."
"65","1925-03-05","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 05.03.1925","Ein","brauner","Mann, mit offener Brust auf weißem Pferde, wild wie ein Kirgise, griff ihn eben, klemmt ihn unter den Schenkel, um die Hände frei zu haben, und peitscht sein Pferd davon."
"66","1925-12-31","Belletristik","Dominik, Hans: John Workmann der Zeitungsboy, Biberach an d. Riss: Koehler 1954 [1925], S. 13","""Rede doch nicht in einem fort vom Sterben, Charly, du bist doch noch jung und kein","alter","Mann wie der Harriman."""
"67","1970-12-31","Belletristik","Johnson, Uwe: Jahrestage, Bd. 1, Frankfurt a. M.: Suhrkamp 1970, S. 315","Sollen wir ihr Angst einjagen mit dem","Schwarzen","Mann? mit dem Psychiater? mit dem Blauen Brief?"
"68","1910-12-31","Wissenschaft","Mauthner, Fritz: Wörterbuch der Philosophie. In: Bertram, Mathias (Hg.) Geschichte der Philosophie, Berlin: Directmedia Publ. 2000 [1910], S. 26900","Ich könnte noch andere Schriftsteller über dieses Thema vergleichen, so Voltaire (Art. »Religion« im Dictionnaire Philosophique), und immer wäre das Ergebnis, daß diese","freien","Männer die positiven Religionen haßten, insbesondere das herrschende Christentum, daß sie aber ohne den Religionsbegriff nicht auszukommen glaubten, nicht ohne eine natürliche Religion, der sie eine Gestalt gern nach dem letzten philosophischen Systeme gaben."
"69","1914-12-31","Belletristik","Huch, Ricarda: Der Dreißigjährige Krieg, Wiesbaden: Insel-Verl. 1958 [1914], S. 687","Derselbe sei ein","schwacher","Mann, leider allzuleicht von dunstigen Einfällen und Schimären oder von falschen Räten zu regieren, und da er ohne Leibeserben sei, habe die Gesamtfamilie ein großes Interesse daran, ihn zu beaufsichtigen, damit er nicht durch liederliche Politik Land und Leute verzettele."
"70","1971-12-31","Wissenschaft","o. A.: Die Kirche in der Gegenwart. In: Jedin, Hubert (Hg.) Handbuch der Kirchengeschichte, Berlin: Directmedia Publ. 2000 [1971], S. 10974","Ebenfalls war er ein in der Art dieses Jahrhunderts","gebildeter","Mann, ermutigte die wissenschaftliche Arbeit, insbesondere die archäologischen Forschungen 3 . Andererseits hatte dieser Mönch, dem der Kontakt zu den Menschen schwerfiel und der ein strenges Leben abseits vom mondänen Leben Roms führte, kaum ein Gespür für die Interessen, die die Laienkreise des päpstlichen Staates fast ausschließlich beschäftigten, ein Handicap für einen Papst, der gleichzeitig auch ein weltlicher Herrscher war."
"71","1937-12-31","Belletristik","Klepper, Jochen: Der Vater, Gütersloh: Bertelsmann 1962 [1937], S. 712","Der König pflegte von dem kleinen,","bärenstarken","Mann zu sagen: »Gundling war ein gelehrter Mann, aber er ist mit dem Morgenstern nicht zu vergleichen; und daß ihr es wißt, ich habe ihn in vollem Ernst zum Vizekanzler aller meiner Universitäten gemacht.«"
"72","1917-07-26","Zeitung","Tucholsky, Kurt: Vorher! In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1917]","Das ist der","kleine","Mann, der seinesgleichen peinigt, weil das das einzige ist, was ihm das Leben gab."
"73","1977-12-31","Gebrauchsliteratur","Pilgrim, Volker Elis: Manifest für den freien Mann - Teil 1, Reinbek b. Hamburg: Rowohlt 1983 [1977], S. 80","Jeder Mann denkt, alle anderen Männer haben Männlichkeit, nur er nicht, alle anderen Männer sind richtige Männer, und er ist der","einzige","Mann, der kein richtiger Mann ist."
"74","1970-03-13","Zeitung","Die Zeit, 13.03.1970, Nr. 11","Jeder","leitende","Mann in der Wirtschaft wird künftig nicht mehr nur nach seinen Leistungen beurteilt, sondern auch danach, wieviel fähige Mitarbeiter aus seinem ""Stall"" gekommen sind."
"75","1960-12-31","Belletristik","Walser, Martin: Halbzeit, Frankfurt a. M.: Suhrkamp 1997 [1960], S. 490","Allein schon die Vorstellung, ihre riesige Samtstola im Tanze mitführen zu müssen, konnte einen","verantwortungsbewußten","Mann erschrecken."
"76","1914-12-31","Belletristik","Huch, Ricarda: Der Dreißigjährige Krieg, Wiesbaden: Insel-Verl. 1958 [1914], S. 423","Für einen","jungen","Mann sei ein junges Mägdlein mehr wert als die erhabenste Kaiserin, sagte Eleonore lachend."
"77","1955-12-31","Gebrauchsliteratur","Oheim, Gertrud: Einmaleins des guten Tons, Gütersloh: Bertelsmann 1957 [1955], S. 116","Er müsse fühlen, daß, wenn der Grimm eines unerschrockenen,","redlichen","Mannes losbricht, der kühne rechtschaffene Weise im niedrigsten Stande mächtiger ist als der Schurke im Purpur."
