"No.","Date","Genre","Bibl","ContextBefore","Hit","ContextAfter"
"14","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 121","Wir konzentrieren uns auf die Porträts unseres Großvaters, die kurz nach seiner Rückkehr aus dem Spanischen Bürgerkrieg aufgenommen wurden, um eine ungefähre Vorstellung davon zu bekommen, wie er als","alter","Mann aussehen könnte, heute."
"15","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 122","Wir suchen nach einem","wortkargen","Mann, das ist alles, was wir sicher wissen."
"16","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 122","Doch je genauer wir achtgeben, desto ähnlicher erscheinen uns die meisten","alten","Männer: Sie reden wenig."
"17","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 123","Vielleicht würde unser Großvater am liebsten eine abfällige Bemerkung machen, die","jungen","Männer sollten nicht so tun, als blickten sie die ganze Zeit dem Tod ins Auge, sie hätten keine Ahnung, was das heißt."
"18","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 123","Nicht weit vor uns in der Schlange steht ein","älterer","Mann, dessen Ruhe uns schon beim Aussteigen aus der Straßenbahn aufgefallen ist."
"19","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 123","Die Polizisten wollen ihn schon wieder einräumen lassen, der","alte","Mann aber klopft noch einmal gegen die Tasche, als wollte er beweisen, daß er ehrlich ist."
"20","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 124","Der","alte","Mann bleibt ruhig, räuspert sich, zuckt mit den Schultern."
"21","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 124","Nichts kann diesen","alten","Mann aus der Ruhe bringen, er reagiert noch in der gefährlichsten Situation beherrscht, wir glauben fast, unseren Großvater vor uns zu sehen."
"22","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 125","Selbst wenn unser Großvater im selben Supermarkt einkaufen sollte wie wir, wären wir doch nicht in der Lage, ihn dort von den anderen","alten","Männern zu unterscheiden."
"23","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 126","Irgendwann muß das Veteranentreffen enden, irgendwann sind die","alten","Männer müde vom Erzählen, haben sie ihre Kriegserinnerungen soweit aufgefrischt, daß sie wieder in schillernden Farben vor Augen stehen, haben sie auch ihre Lieder alle noch einmal gesungen, am lautesten vielleicht unser eigener Großvater."
"24","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 129","Von einer möglichen Zwangseinweisung wahrscheinlich, die Kassiererin verdreht die Augen, und eine Kundin bemitleidet den","armen","Mann, während die andere nur den Kopf schüttelt, wie hat er seinerzeit die einmalige Gelegenheit an sich vorüberziehen lassen können, warum hat er nicht seinen Namen unter das nötige Formular gesetzt."
"25","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 141","Die lachenden, die dicht gedrängt","stehenden","Männer in ihren gleichen Uniformen, während sie darauf warten, daß ihnen ein Waggon des Sonderzuges zugewiesen wird."
"26","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 157","Sie kann nicht anders, als den Gesprächen","fremder","Männer aufmerksam zu folgen, im Grunde nichts als Orte, Namen, Abkürzungen und Flugzeugtypen, die ihr wenig sagen, und nur der Heldenwortschatz, von dem die Veteranen sich durchs Leben tragen lassen, kittet ihre bedeutungslosen Aufzählungen zusammen."
"27","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 166","Die Partner ihrer Liebesszenen scherzen, so wie man auch nach den Auftritten manchmal scherzen muß, wenn sie den","fremden","Mann mit einem erfundenen Namen angerufen hat, wenn sie die Wangen haben aneinanderschmiegen müssen, die dicke Schminke, der Geruch und das Vibrieren der Schläfenknochen bei einem Duett."
"28","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 166","In einer Runde sitzen sie dort auf den Gartenstühlen, sie flüstern, stoßen einander an, deuten verstohlen auf den einen oder anderen","uniformierten","Mann."
"29","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 176","Die Bücher aber haben seine Aufmerksamkeit nicht auf sich gezogen, den Flugzeugen, den Panzerabwehrkanonen und dem","uniformierten","Mann auf dem Umschlag hat er bisher keine Beachtung geschenkt."
"30","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 183","unser Großvater als","junger","Mann, wie er die marokkanischen Soldaten am Rand des Geländes beobachtet."
"31","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 210","Nun wird man allen Ernstes überzeugt sein, man habe dort ein Lager ausgehoben, dabei handelt es sich nur um die Waffensammlung eines längst gestorbenen","alten","Mannes."
"32","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 245","Ich habe Carl gefragt, ob er sich an ein Bild in dem alten Photoalbum erinnern könne, das unseren Großvater zeigt, als","jungen","Mann, offenbar während einer Opernaufführung aufgenommen:"
"33","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 245","Und dann ein Objektiv, mit dem sowohl der erste Rang als auch die Bühne zu erfassen ist, damit neben dem","jungen","Mann die Sängerin erscheint:"
"34","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 251","Natürlich fällt er auf im Dorf, den Anblick","junger","Männer ist man hier nicht mehr gewohnt."
"35","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 260","Allein der Fremde hatte in den letzten Wochen immer fanatischer gefordert, man müsse kämpfen bis zum","letzten","Mann."
"36","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 271","Gelegentlich hat der","junge","Mann vorsichtig nachgefragt, wo Lücken blieben, die sie nicht bemerkte."
"37","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 272","Der","junge","Mann nickt verständnisvoll, ohne daß er verstanden hätte."
"38","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 275","Der Blick des","jungen","Mannes hat die ganze Zeit auf ihr geruht."
"39","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 301","Die Asphaltdecke bis zur Wendestelle vor der Schanze, der","alte","Mann nun mitten auf der Fahrbahn, und in der Reihe rechts das Haus der Alten."
"40","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 302","Da steht ein","alter","Mann im Freizeitanzug auf der Straße, mit ausgebeulten Hosentaschen."
"41","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 302","Hinter dem","alten","Mann sind Kiefern, Buchenzeilen zu erkennen, wo es vor vielen Jahren einen längst vergessenen Trimm-dich-Pfad gegeben hat."
"42","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 302","Soweit ich mich an den Moment erinnere, als ich dieses Bild gemacht habe, ist mir schon da eine merkwürdige Geste des","alten","Mannes aufgefallen:"
"43","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 302","Schon beim Gedanken daran scheue ich zurück, die Hausreihen und der graue Himmel kurz vor Sonnenuntergang, davor ein","alter","Mann."
"44","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 303","Vielleicht halten die Hände des","alten","Mannes auch nichts."
"45","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 303","Der Lärm, vor dem der","alte","Mann sich schützen will, muß lauter sein als Motorenheulen vor einer Garage oder der bis zum Anschlag aufgedrehte Ton eines Fernsehers irgendwo in der Nachbarschaft."
"46","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 303","Es könnten Worte sein, gegen deren Ansturm der","alte","Mann sich beide Hände gegen die Ohren preßt."
"47","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 303","Die eigenartige Haltung lenkt die Aufmerksamkeit des Betrachters ganz auf den","alten","Mann, obwohl er nur eine winzige Figur in diesem Straßenbild ist, weit hinten, fast am Ende."
"48","2000-01-01","Belletristik","Beyer, Marcel: Spione, Köln: DuMont 2000, S. 304","Einen Spalt weit wird die Gardine aufgezogen, denn der Beobachter möchte die Szene jetzt in aller Klarheit sehen, den fremden Wagen unten vor der Kreuzung und den","alten","Mann, der sich mitten auf der Straße die Ohren zuhält, als herrschte unerträglicher Lärm."
"49","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 21","»Krieg ist Scheiße«, sagte Britta, »und","dicke","Männer verdienen daran.«"
"50","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 27",,"Alte","Männer saßen mit durchgedrückten Rücken auf Stühlen mit hohen Lehnen, die Bauchhosen bis unter die Brustwarzen gezogen, oder sie saßen in tiefen Sesseln, aus denen sie ohne Hilfe ihrer Frauen nicht mehr hochkamen."
"51","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 30","Der eine hatte sich zu hoch verschuldet, die andere war dem","falschen","Mann auf den Leim gegangen, der dritte erzog seine Kinder falsch, die vierte hatte den falschen Beruf ergriffen."
"52","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 64","Und wenn man sich anstrengte, konnte man sehr wohl interessante Muster entdecken: kleine Schäfchen, die einander jagten, ein","dicker","Mann, der Wolken vor sich her blies, eine Blaskapelle aus kleinwüchsigen Chinesen und ein interessantes Ensemble von vier Delphinen, die maritime Kunststücke zeigten."
"53","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 65","Zu den Füßen des","schwebenden","Mannes wand sich so etwas wie eine Straße nach hinten weg."
"54","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 71","Hinter dem Tresen stand ein","anderer","Mann, mit einem langen, blonden Bart, in den er kleine Zöpfchen geflochten hatte."
"55","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 101","Ich nervte sie damit, daß es ein Notfall sei, und insgeheim dachte ich daran, ihr zu drohen, den Behörden zu verraten, daß sie nachmittags mit ihrem","eigenen","Mann Sex gehabt und daß ihr Mann sich ungeniert nackt vor dem Freund ihrer Tochter gezeigt habe."
"56","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 105","Ich war einigermaßen überrascht, als der","junge","Mann am Pult vorbeiging und in meiner Reihe, nur ein paar Stühle von mir entfernt, Platz nahm."
"57","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 106","Dann ging die Tür wieder auf, und ein sehr","merkwürdiger","Mann kam herein."
"58","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 119","Beck sagte, sein Vater habe in einer Autofabrik gearbeitet und sei eigentlich ein","netter","Mann, ein guter Vater gewesen, der mit seinem Sohn Drachen steigen ließ und kleine Spielzeuge aus Holz selbst schnitzte."
"59","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 131","An einem Tisch saß ein","älterer","Mann in einem dunklen Anzug mit einem Einstecktuch in der Brusttasche."
"60","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 154","Ein","bärtiger","Mann in einem Lendenschurz, brutal an ein Holzkreuz genagelt."
"61","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 154","Die Art, wie mich die","anderen","Männer ansahen, wenn ich mit ihr zusammen unterwegs war."
"62","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 196","Ich trank einen Kaffee, und außer mir war nur noch so ein","komischer","Mann da."
"63","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 212","Ein","kleiner","Mann im Smoking blinzelte mir zu."
"64","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 215","Auch der","kleine","Mann, der mich vorhin am Unterarm gepackt hatte, war wieder da, und ich hörte, wie er zu einer blonden Frau im Minirock sagte:"
"65","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 234","Ich kam mir vor wie ein","alter","Mann, dem die Welt fremd geworden war."
"66","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 236","Früher war ich stolz gewesen, wenn","andere","Männer meine Freundin anstarrten, wie sie es bei Gloria gemacht hatten."
"67","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 236","Wenn ein","anderer","Mann sie anstarrte, wurde ich sauer."
"68","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 247","Ich fragte Tina, ob sie das mit ihren","früheren","Männern auch getan habe, und sie druckste ein wenig herum und sagte dann, die Fotos würde sie mir eines Tages schon noch zeigen."
"69","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 248","Beide Male war sie von einem","anderen","Mann schwanger gewesen."
"70","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 260","Ein ganzer Film von einem gutaussehenden, dunkelhaarigen","jungen","Mann."
"71","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 260","Dann sah man den","jungen","Mann beim Autofahren, beim Kartenspielen, vor einer Haustür und im Kaufhaus, in der Abteilung für Damenunterwäsche."
"72","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 284","Als ich die Tür öffnete und hineinsah, erkannte ich einen","jungen","Mann mit Bart, der mich fragte, wo es denn hingehen solle."
"73","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 286","»Sie haben den Wagen ja nicht gerade geschont,","junger","Mann.«"
"74","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 287","Dann sagte der","junge","Mann quer durch den ganzen Wagen:"
"75","2000-01-01","Belletristik","Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 293","An den Wänden hingen Bilder, auf denen Motorräder zu erkennen waren und lauter große,","breite","Männer mit Sonnenbrillen."
"76","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 41","Ida wirtschaftete sparsam und konnte meistens heimlich einen bescheidenen Betrag abzweigen, um diesem","hageren","Mann mit seinem schwarzen und zottligen Bart im speckigen Gehrock, dem ein Auge fehlte, was Paul besonderen Schauder bereitete – und dessen heiles Auge um so habichthafter und brennender wirkte, zu seinem Almosen zu verhelfen."
"77","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 58","Oder verschwand er eines Tages in einem Buch als Erinnerung an einen zierlichen, knittrigen und fast","blinden","Mann mit Bartschatten und im schwarzen Cutaway, der um Haut und Knochen wehte?"
"78","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 97","Du willst ein","erwachsener","Mann sein, was?"
"79","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 110","Geld macht aus einem Schlappschwanz einen Feger und aus einem Trottel einen Weisen und aus einem mickrigen Nichts einen","begehrenswerten","Mann."
"80","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 112","Staub sollst du fressen, einen","kranken","Mann zu plagen!«"
"81","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 151","Und im Heiligen Land lebte Jesus, bis er ein","betagter","Mann war, und litt nicht am Kreuz und hob nicht seine Augen zum Himmel und wandte sich nicht verzweifelt an Gott:"
"82","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 199","Und ein","verheirateter","Mann war mir lieber.«"
"83","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 222","Eine Woche und ich bin ein","freier","Mann! Bitte, blamiert euch, blamiert euren Ruf!« kreischte Haueisen und zog am Riegel."
"84","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 245","Und er verschwieg es mir, als Tante Hannah zu einem","anderen","Mann zog."
"85","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 254","Paul wandte sich an einen","anderen","Mann, und marschierte von Ohr zu Ohr: »Schmidt ist ein Werkzeug, das sich schlaue Juden erdacht haben."
"86","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 255","Grillen ratschten, und eine Fledermaus flatterte um Dach und Bordsteinlampen, und am Zaun lehnte ein","fremder","Mann und erkundigte sich, ob das Haueisens Haus sei."
"87","2000-01-01","Belletristik","Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 272","Und als Tante Hannah mir zuraunte, an seinem Todestag habe er mehrere Stunden am Klavier verbracht mit Mozartsonaten und Bachinventionen, und sie sei nicht mehr imstande gewesen, diesem","todkranken","Mann etwas krumm zu nehmen, verringerte das mein Erschrecken nicht."
"88","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 11","Ein","sehniger","Mann, dem man das Tennisspielen ansah; eine beherrschte Strenge ging von ihm aus, die mich beeindruckte."
"89","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 14","Der Bauch von Ernst störte sie nicht – er war ein","gestandener","Mann! –, und meinen Taillenumfang schob sie auf die Geburt."
"90","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 17","Vielleicht hatte er es zu oft erlebt, daß er, der eher unbeholfene","junge","Mann, Invalide seit schon zehn Jahren, von seiner Mutter überrundet wurde, wenn es auf Fröhlichkeit und Stimmung ankam."
"91","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 50","Er war immer noch ein ganz","gutaussehender","Mann; mit den Jahren sprach er lauter, weil er daran gewöhnt war, daß seine Kunden ihm aufmerksam zuhörten."
"92","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 50","Mein Chef war ein","kränklicher","Mann, den die Firma nicht herunterstufen wollte, aber allen war klar, daß ich die eigentliche Arbeit machte, und ich wurde auch gut bezahlt."
"93","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 78","Schließlich dankte er den vielen Menschen, die das Projekt gefördert hatten, auch Institutionen nannte er, darunter sogar Ernsts Sparkasse, und dann sprach die Museumsleiterin in belehrendem Tonfall über die Bevölkerungsstruktur der Gegend im späten achtzehnten Jahrhundert und den Anteil von Frauen und Kindern und Totgeburten, und dann redete der Bürgermeister von N., ein","dicker","Mann mit Bart, über etwas, von dem ich nichts behalten habe."
"94","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 80","Michael unterhielt sich mit der Museumsleiterin und zwei","älteren","Männern; er sah mich aus den Augenwinkeln hereinkommen und schaute dann gleich wieder weg, also nahm ich mir ein Glas Wein und studierte die Schautafeln an den Wänden, auf denen von alten Düngemethoden, von Gerstensuppe und Sauerampfersalat die Rede war."
"95","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 82","Wir könnten uns eigentlich reinsetzen, hörte ich einen","anderen","Mann sagen, und Michael erstarrte neben mir; ich streckte meine Hand nach dem Türgriff aus und hielt ihn von innen fest, und für eine lange Sekunde war alles gleichzeitig, die Erregung und die Angst, mein Verlangen, uns zu beschützen und zugleich uns freizugeben; ich konnte noch immer klar denken, doch war mir alles egal, ich wollte nur nicht aufgeben; ich wollte erregt bleiben und mächtig, ich wollte hier in der Kutsche"
"96","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 95","Ein pickliger","junger","Mann bediente mich; ich glaube, es war der Sohn unserer Zeitungsfrau, aber er erkannte mich nicht, und wir wechselten kein persönliches Wort."
"97","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 110","Ich wußte es nicht, nahm es aber an; womöglich war er schon in Australien gewesen, vielleicht war er als","junger","Mann um die Welt gereist."
"98","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 119","Ich zitterte, als ich das sagte; ich wußte nicht, ob ich mir selber glauben wollte, aber ich wußte, daß die Geschichte mit Michael mir so unendlich viel wichtiger war als dieser","eingefallene","Mann auf der Bank in dieser Küche und daß ich nichts davon schmälern wollte."
"99","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 127","Nur Krieg im Haus und doch keinen","besseren","Mann, wenn es zur Trennung käme."
"100","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 127","Er hatte eine Frau zu Hause, die auf allen vieren kroch, und der Grund war ein","anderer","Mann, warum hätte er mir verzeihen sollen?"
"101","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 139","Er war der","erste","Mann, der sofort von einer Frau sprach – und zwar von seiner geschiedenen –, und das nahm mich stark für ihn ein."
"102","2000-01-01","Belletristik","Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 154","Ich sah mißtrauisch in die Gesichter","anderer","Männer und fragte mich, ob sie zu ähnlichen Untaten fähig waren wie Willrodt."
"103","2000-01-01","Belletristik","Schuh, Franz: Schreibkräfte, Köln: DuMont 2000, S. 16","Viktor Böhm war – zumindest in meiner Erinnerung – ein","junger","Mann, an dem dreierlei hervorstach: erstens der strenge Scheitel, rechtsbündig und aus dichtem schwarzen Haar; zweitens die Pelikan-Füllfeder, eine Ware, die heute als Antiquität hohe Preise erzielt, und drittens:"
"104","2000-01-01","Belletristik","Schuh, Franz: Schreibkräfte, Köln: DuMont 2000, S. 48","Es ist nicht ohne Bedeutung, daß das sprudelnde Urteilen auf einen","kleinen","Mann trifft, also auf jene Comic-Figur, die Woody Allen für seine Kunst aus sich gemacht hat; in solchen Augenblicken, in denen ein vor Urteilskraft strotzendes Selbstbewußtsein erscheint, kann Woody – wie kein anderer – von Kopf bis Fuß verblüfft sein."
"105","2000-01-01","Belletristik","Schuh, Franz: Schreibkräfte, Köln: DuMont 2000, S. 96","Balzac läßt eine Marquise bei einem erfolgreichen,","umstrittenen","Mann der Literatur für einen jungen unbekannten Dichter werben."
"106","2000-01-01","Belletristik","Schuh, Franz: Schreibkräfte, Köln: DuMont 2000, S. 101","Claire hielt es nicht für notwendig, einen Schriftsteller am Ende seiner Karriere, einen","sterbensalten","Mann, anzugreifen."
"107","2000-01-01","Belletristik","Schuh, Franz: Schreibkräfte, Köln: DuMont 2000, S. 201","Das Gesicht des","röchelnden","Mannes war in zwei geteilt; die eine Hälfte war mit Schaum bedeckt, auf der anderen war er schon frisch rasiert."
